ds,y,sentiment_avg,sales_volume
2018-05-02,36504.82,3.183734939759036,332.0
2018-05-03,40915.77,3.1614730878186967,353.0
2018-05-04,38990.96,3.173202614379085,306.0
2018-05-05,27825.16,3.013888888888889,216.0
2018-05-06,27800.55,2.9446808510638296,235.0
2018-05-07,52726.03,3.1271393643031784,409.0
2018-05-08,47180.52,3.168,375.0
2018-05-09,42398.12,3.082901554404145,386.0
2018-05-10,49689.88,3.1402439024390243,328.0
2018-05-11,37785.29,2.9645390070921986,282.0
2018-05-12,28736.13,2.9017094017094016,234.0
2018-05-13,31203.52,3.1714285714285713,245.0
2018-05-14,52633.1,3.0618811881188117,404.0
2018-05-15,40879.52,3.155131264916468,419.0
2018-05-16,55572.63,3.0947630922693268,401.0
2018-05-17,30906.72,2.968503937007874,254.0
2018-05-18,31205.43,2.931159420289855,276.0
2018-05-19,25052.39,3.281437125748503,167.0
2018-05-20,19163.58,3.0,188.0
2018-05-21,24546.19,2.9145299145299144,234.0
2018-05-22,27229.09,3.1238938053097347,226.0
2018-05-23,17501.05,3.0933333333333333,150.0
2018-05-24,20023.26,3.302325581395349,129.0
2018-05-25,15888.92,2.90625,128.0
2018-05-26,14799.17,3.1551724137931036,116.0
2018-05-27,12523.25,3.080357142857143,112.0
2018-05-28,26702.47,3.255952380952381,168.0
2018-05-29,25572.08,3.3583815028901736,173.0
2018-05-30,18994.8,3.0784313725490198,153.0
2018-05-31,24420.28,3.280821917808219,146.0
2018-06-01,32298.92,3.0473933649289098,211.0
2018-06-02,25216.62,3.0445859872611467,157.0
2018-06-03,28122.86,3.2418604651162792,215.0
2018-06-04,28209.010000000002,3.0901960784313727,255.0
2018-06-05,30524.36,3.1213389121338913,239.0
2018-06-06,26214.3,2.773381294964029,278.0
2018-06-07,37020.4,3.0597609561752988,251.0
2018-06-08,26161.02,2.8744588744588744,231.0
2018-06-09,29834.84,3.0210526315789474,190.0
2018-06-10,25360.34,2.9457013574660635,221.0
2018-06-11,49669.7,3.195266272189349,338.0
2018-06-12,40292.2,2.979020979020979,286.0
2018-06-13,33791.840000000004,3.2274247491638794,299.0
2018-06-14,27369.6,3.1991525423728815,236.0
2018-06-15,26313.76,3.2829268292682925,205.0
2018-06-16,24287.170000000002,3.0977011494252875,174.0
2018-06-17,17238.33,3.2126436781609193,174.0
2018-06-18,33724.5,3.2572463768115942,276.0
2018-06-19,34103.02,3.2093023255813953,258.0
2018-06-20,28722.99,3.308,250.0
2018-06-21,27595.68,3.1494252873563218,261.0
2018-06-22,24567.23,3.264705882352941,204.0
2018-06-23,17397.05,3.0647058823529414,170.0
2018-06-24,24303.6,3.1152073732718892,217.0
2018-06-25,35346.52,3.20863309352518,278.0
2018-06-26,30420.59,3.006993006993007,286.0
2018-06-27,26496.48,3.234567901234568,243.0
2018-06-28,30681.0,3.1857142857142855,280.0
2018-06-29,20315.98,3.0918367346938775,196.0
2018-06-30,15309.880000000001,3.1751824817518246,137.0
2018-07-01,23885.47,3.0434782608695654,184.0
2018-07-02,22908.4,3.2916666666666665,216.0
2018-07-03,26102.52,3.189873417721519,237.0
2018-07-04,35169.97,3.1010452961672472,287.0
2018-07-05,28490.43,3.1004566210045663,219.0
2018-07-06,18739.64,3.2248062015503876,129.0
2018-07-07,8816.76,3.3333333333333335,99.0
2018-07-08,14064.7,2.9290780141843973,141.0
2018-07-09,19360.95,3.121794871794872,156.0
2018-07-10,18127.59,2.939189189189189,148.0
2018-07-11,17719.1,2.9574468085106385,141.0
2018-07-12,19551.98,2.983739837398374,123.0
2018-07-13,27644.23,3.0473684210526315,190.0
2018-07-14,21608.72,3.2435897435897436,156.0
2018-07-15,29518.6,3.0061349693251533,163.0
2018-07-16,30026.489999999998,3.147286821705426,258.0
2018-07-17,29655.12,3.066666666666667,240.0
2018-07-18,41668.64,3.3459302325581395,344.0
2018-07-19,38974.69,3.045138888888889,288.0
2018-07-20,31898.19,3.0596491228070177,285.0
2018-07-21,20872.579999999998,3.3106796116504853,206.0
2018-07-22,25993.32,3.0210084033613445,238.0
2018-07-23,39296.34,3.1839762611275964,337.0
2018-07-24,40037.99,3.2181208053691277,298.0
2018-07-25,40183.26,3.19435736677116,319.0
2018-07-26,34744.03,3.1554770318021204,283.0
2018-07-27,28104.86,3.1267605633802815,213.0
2018-07-28,24813.32,3.3043478260869565,207.0
2018-07-29,29453.61,3.175609756097561,205.0
2018-07-30,37606.96,3.1372549019607843,306.0
2018-07-31,44804.02,3.18970189701897,369.0
2018-08-01,40244.22,3.1341107871720117,343.0
2018-08-02,37834.35,2.9171779141104293,326.0
2018-08-03,41477.14,3.005865102639296,341.0
2018-08-04,34646.27,3.018867924528302,265.0
2018-08-05,34701.48,3.1147540983606556,305.0
2018-08-06,53475.41,3.111638954869359,421.0
2018-08-07,46744.2,2.9784172661870505,417.0
2018-08-08,42449.38,3.1887323943661974,355.0
2018-08-09,39659.48,3.128526645768025,319.0
2018-08-10,32841.77,3.178030303030303,264.0
2018-08-11,25916.03,2.9906976744186045,215.0
2018-08-12,29150.53,3.0454545454545454,220.0
2018-08-13,38245.22,3.1261829652996846,317.0
2018-08-14,43900.96,3.088757396449704,338.0
2018-08-15,45376.15,3.0987261146496814,314.0
2018-08-16,35203.7,3.1931818181818183,352.0
2018-08-17,31161.22,3.2077464788732395,284.0
2018-08-18,24157.5,3.1970443349753697,203.0
2018-08-19,25487.39,3.1548672566371683,226.0
2018-08-20,33749.5,3.2588652482269502,282.0
2018-08-21,26274.06,3.124513618677043,257.0
2018-08-22,20247.24,3.2744186046511627,215.0
2018-08-23,17030.87,3.018633540372671,161.0
2018-08-24,9440.71,3.1652173913043478,115.0
2018-08-25,10599.41,3.16,75.0
2018-08-26,8070.71,3.2195121951219514,82.0
2018-08-27,5345.91,3.295774647887324,71.0
2018-08-28,3673.91,3.066666666666667,45.0
2018-08-29,1546.04,3.0,16.0
